Epoch,Total_Loss,Regression_Loss,Classification_Loss,SM_0_RMSE,SM_0_MAE,SM_0_ME,SM_20_RMSE,SM_20_MAE,SM_20_ME,Classification_Accuracy,Classification_F1
23,0.6632,0.0147,0.6485,9.20449233,7.31485653,0.53732008,10.22207186,8.21179962,1.49411297,0.90568789,0.90590505
24,0.5386,0.0144,0.5242,8.80806236,7.01878405,-0.92994446,9.32594506,7.38687658,-0.0871589,0.88138065,0.88063479
25,0.5678,0.0133,0.5546,8.66028047,6.67238235,1.56807899,9.00090149,6.95515251,1.59233201,0.91541079,0.91569067
26,0.5216,0.0126,0.509,8.6591184,6.78558159,-0.22184347,8.31943722,6.49079943,-0.24323711,0.92318911,0.92363835
27,0.4692,0.0116,0.4576,8.50889257,6.77943563,-2.09583855,8.66335228,6.77461863,-2.37805843,0.91686923,0.91696714
28,0.4929,0.012,0.4809,9.67382556,7.57313728,3.51351762,9.72572317,7.58955574,3.57869697,0.91395236,0.91384749
29,0.4631,0.0131,0.45,8.84293645,6.97673798,-2.93885779,8.85733854,6.923419,-1.36879361,0.93193972,0.93273331
30,0.4842,0.0131,0.4711,8.37802252,6.59919262,2.08324432,9.57551437,7.61949205,1.3902173,0.92270297,0.92285427
31,0.5086,0.0118,0.4969,9.19699333,7.18893099,1.46222603,8.67623412,6.75489473,1.39832854,0.92805056,0.92753798
32,0.4813,0.0114,0.4699,8.36151176,6.64222479,1.83279979,8.00534118,6.28367519,1.83562732,0.92999514,0.93014684
33,0.4764,0.0109,0.4655,7.97968335,6.20019531,0.20180845,8.07915675,6.30055904,1.31121016,0.91735537,0.91736841
34,0.4543,0.0107,0.4436,8.00804973,6.30589056,1.18318307,8.5519005,6.70686483,0.65694904,0.93193972,0.93257191
35,0.4282,0.0099,0.4183,8.3989512,6.58611679,2.81256294,8.41783914,6.54147053,2.05366921,0.93874575,0.93913404
36,0.4592,0.0109,0.4483,7.88206335,6.13518047,-0.39756152,8.19255364,6.37084198,1.44237816,0.92999514,0.93124931
37,0.4235,0.0106,0.4129,8.00934056,6.17019272,2.95522618,9.23149402,7.14239407,1.18040609,0.93631502,0.93599998
38,0.3715,0.0105,0.361,7.54058184,5.86084843,-0.83239728,7.62327606,5.94888735,-1.00774157,0.94069033,0.94118672
39,0.3738,0.0104,0.3634,7.38857997,5.75406122,1.38738644,7.9885618,6.33001184,2.61551356,0.94895479,0.94934157
40,0.4095,0.0102,0.3993,7.62019522,5.98786736,-0.70059103,7.44002817,5.83808231,0.00238872,0.93923189,0.93928037
41,0.354,0.0088,0.3452,8.62169285,6.75587273,-1.01108074,8.81065663,7.01692677,0.05142375,0.94360719,0.94396583
42,0.3857,0.0089,0.3767,7.20369985,5.57012796,-0.13040471,7.77603011,6.02446795,1.20577073,0.95041322,0.95057681
43,0.4017,0.0097,0.392,7.99343006,6.27201033,-0.78857273,7.81175558,6.05042744,0.46224052,0.94603792,0.94608153
44,0.4001,0.0095,0.3907,7.42289467,5.77114248,-0.90388942,7.30998304,5.68371248,1.44310367,0.94360719,0.9437774
45,0.4143,0.0093,0.405,8.36431157,6.46737194,1.32775259,7.95216157,6.18672514,1.18637347,0.94214876,0.9426328
46,0.3786,0.0099,0.3687,7.79464855,6.0314126,-0.82539928,7.56903702,5.81306076,-0.22961096,0.94701021,0.94740343
47,0.4385,0.0115,0.427,7.90972872,6.24906111,-1.37095332,7.73920057,6.08880377,-0.37984201,0.93874575,0.93969469
48,0.3431,0.0094,0.3337,7.69526813,5.9796977,0.21140304,7.2257981,5.57857275,0.54533112,0.95284395,0.95326453
49,0.3939,0.0122,0.3817,8.02475342,6.34549427,-0.66100037,8.20447766,6.30363274,-0.81133741,0.93582888,0.93588511
50,0.3997,0.0118,0.3878,8.04293602,6.21171379,-0.7449984,8.04714426,6.29147911,-0.40582246,0.95041322,0.95032865
51,0.3425,0.0096,0.3329,7.5178699,5.8624382,-0.75100625,7.80348137,6.19728756,-1.09794641,0.95187166,0.95192173
52,0.3046,0.0093,0.2954,8.06739079,6.36663389,1.81989598,7.55032301,5.96152163,0.55481023,0.95430238,0.95443626
53,0.2987,0.008,0.2907,7.12285167,5.48047256,0.96974021,7.06421634,5.43827105,0.24608161,0.95089937,0.95119167
54,0.311,0.0083,0.3027,7.06997987,5.49527645,1.44822514,7.04812455,5.41749954,0.81867468,0.95624696,0.95628067
55,0.3151,0.0081,0.307,7.20985505,5.65584946,1.81437361,7.1343959,5.53133392,1.61476064,0.95138551,0.95134856
56,0.3029,0.0092,0.2937,7.56659884,5.92117119,-1.70230079,7.88483771,6.20163918,-1.53867877,0.9523578,0.95227625
57,0.2948,0.0075,0.2873,6.84885832,5.25294352,-0.13889246,7.18423919,5.57883883,-1.03353465,0.95138551,0.95126437
58,0.3286,0.0073,0.3212,7.38667924,5.74318743,-1.20229757,7.67756818,5.99614239,-1.47589624,0.9523578,0.95277471
59,0.3436,0.0084,0.3352,6.75164718,5.28096151,-0.82169855,7.12589459,5.56868792,-1.46370339,0.95430238,0.95438856
60,0.3276,0.0085,0.3191,7.30350508,5.67519474,2.23879552,7.51040335,5.82368708,2.0745554,0.94701021,0.94722022
61,0.2866,0.0078,0.2788,7.03862081,5.43076372,-0.58355862,7.08756985,5.50251627,-0.43472657,0.95478853,0.95501857
62,0.2742,0.0074,0.2667,6.57558481,5.1337595,-0.35662326,6.58431317,5.10755634,-0.28014329,0.95381624,0.9536205
63,0.2913,0.007,0.2844,7.01873126,5.4237442,1.724226,6.78034369,5.26863098,1.17420435,0.95673311,0.95717285
64,0.2696,0.007,0.2627,6.61918731,5.10363722,-1.19423735,6.56980881,5.09922695,-0.39229417,0.95721925,0.957357
65,0.27,0.007,0.263,7.0834332,5.4988265,0.52201265,6.90710941,5.31383467,1.20877361,0.95430238,0.95478204
66,0.2641,0.0077,0.2564,6.57889652,5.14622641,-0.28381211,7.17893139,5.6604352,-1.45174015,0.95721925,0.95740629
67,0.2473,0.0068,0.2405,7.05432114,5.5076189,1.57004416,7.09002857,5.5249052,1.43333399,0.95964998,0.96036647
68,0.3607,0.0071,0.3536,6.93948501,5.45087719,0.3586919,6.71865802,5.20023108,1.38703454,0.95576082,0.95585207
69,0.3261,0.0082,0.318,6.57740588,5.0395422,0.01928288,6.67361206,5.15142107,-0.66429746,0.9523578,0.95250409
70,0.3237,0.0076,0.3161,6.51096974,4.96728754,-0.68709213,6.67269742,5.11826324,-0.49017951,0.95089937,0.95132255
71,0.3257,0.0085,0.3172,7.44288453,5.73437262,2.46511197,7.40642847,5.68140221,2.52975941,0.95430238,0.95475216
72,0.3328,0.0088,0.324,6.80003462,5.25793695,0.3193728,6.65945257,5.16704035,0.77282679,0.95576082,0.95644191
73,0.2808,0.0081,0.2727,7.51705215,5.86346245,-3.18059683,7.13419966,5.62881994,-3.0203836,0.95819154,0.95859388
74,0.3165,0.008,0.3084,6.91753174,5.36760235,-0.65719724,7.24840581,5.693295,-1.46721065,0.95333009,0.95351505
75,0.2997,0.0081,0.2915,6.62048877,5.08129978,-0.01907263,7.10579274,5.48227358,-0.06479847,0.95819154,0.9587032
76,0.3271,0.0075,0.3197,7.09653448,5.48332119,-1.20512044,7.23138405,5.62293673,-1.69257462,0.95527467,0.95535416
77,0.3423,0.0072,0.3351,6.43916581,4.99767637,-0.31515449,6.85360774,5.26129818,0.10270709,0.95527467,0.95549732
78,0.3331,0.0085,0.3246,7.57004341,5.96715307,2.77541399,7.69623572,6.00599718,2.93389058,0.9523578,0.95285053
79,0.2961,0.0082,0.2879,6.66396204,5.17647314,-0.48463976,6.85786188,5.41890669,-1.02169621,0.95187166,0.95216212
80,0.28,0.0078,0.2722,6.67070222,5.12232065,1.64779747,7.17789355,5.51152611,2.12189221,0.95964998,0.95980003
81,0.2583,0.008,0.2503,6.19609013,4.72968531,-0.91813856,6.7704159,5.25781202,-0.37640092,0.96013612,0.96070704
82,0.299,0.0071,0.2919,6.63279755,5.05418348,0.56543577,6.7890389,5.19408417,0.29592821,0.96062227,0.96109855
83,0.2252,0.0079,0.2173,6.56221138,5.1344595,-0.00451807,6.6569523,5.15614939,-0.37752491,0.95916383,0.9595155
84,0.2495,0.0077,0.2418,6.23096773,4.79442739,-0.81025976,6.55123603,5.05968666,-1.44283497,0.96013612,0.96028553
85,0.2725,0.0081,0.2644,6.47005549,4.97259665,0.51450503,6.24424937,4.72237539,0.72253305,0.95576082,0.9559145
86,0.2221,0.0066,0.2156,6.8723167,5.24732304,-0.3231321,6.76355569,5.24769211,-0.27298063,0.9620807,0.96203776
87,0.2939,0.0061,0.2878,6.32625991,4.83643055,-0.41093484,6.20227814,4.75064468,-1.02970099,0.95964998,0.95967517
88,0.3387,0.0069,0.3318,6.15771994,4.72803879,0.71465123,6.34335551,4.88012457,0.4800815,0.95867769,0.95870512
89,0.2765,0.0078,0.2688,6.75092507,5.26010132,-1.68621767,6.62202329,5.10135651,-1.01201081,0.95721925,0.95702563
90,0.2195,0.0065,0.213,6.21447975,4.73669767,0.67148232,6.50364231,4.99312639,0.48815402,0.96256684,0.96246586
91,0.2729,0.0076,0.2653,7.33194827,5.61822748,-0.57479906,7.5749281,5.83087301,-0.63640636,0.95673311,0.95686618
92,0.2458,0.0082,0.2377,6.74563344,5.11154747,-1.41036725,7.06030834,5.4379158,-1.53857696,0.96013612,0.96036014
93,0.239,0.0061,0.2329,5.81111046,4.41951084,0.85456872,5.98112922,4.57976913,0.20029685,0.96013612,0.96007549
94,0.2414,0.0059,0.2354,6.15094168,4.7544055,0.04849925,6.29539908,4.87396145,-0.85900193,0.95964998,0.95973175
95,0.2671,0.0072,0.26,6.34850415,4.86030817,-0.72352159,6.50263689,5.01138544,-0.44937101,0.95964998,0.95972127
96,0.2683,0.0075,0.2608,6.1673552,4.68310547,-0.96349037,6.30424095,4.835783,-0.70027155,0.95964998,0.9595357
97,0.2862,0.0066,0.2796,6.0769048,4.59255838,-0.56709349,6.3902552,4.93022919,-1.18990076,0.9577054,0.95776342
98,0.2025,0.0058,0.1966,6.37313367,4.89267969,-1.67928696,6.37371035,4.8915906,-1.30134201,0.96159456,0.96186645
99,0.2073,0.0061,0.2012,5.78270971,4.41067553,0.7945106,5.9018771,4.51730728,0.66982192,0.96159456,0.96181504
100,0.2033,0.0061,0.1972,6.00942444,4.54917383,0.65149927,6.03843427,4.68431044,0.0921929,0.96305299,0.96326989
